word|esp|vad.valence|vad.arousal|vad.dominance|sent.anger|sent.anticipation|sent.disgust|sent.fear|sent.joy|sent.sadness|sent.surprise|sent.trust
"coffee"|"café"|0.823|0.418|0.309|0.000|0.000|0.000|0.000|0.333|0.000|0.000|0.000
"coffee table"|"mesa de café"|0.720|0.339|0.295|0.001|0.000|0.000|0.000|0.073|0.001|0.000|0.000
"coffeehouse"|"cafetería"|0.694|0.357|0.307|0.000|0.000|0.000|0.001|0.084|0.001|0.000|0.000
"coffeepot"|"cafetera"|0.760|0.333|0.312|0.000|0.001|0.000|0.000|0.112|0.000|0.000|0.000
"coffin"|"ataúd"|0.073|0.432|0.343|0.000|0.000|0.000|0.684|0.000|0.672|0.000|0.000
"cog"|"diente"|0.427|0.343|0.363|0.001|0.001|0.000|0.000|0.001|0.003|0.001|0.005
"cogent"|"convincente"|0.765|0.479|0.836|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.414
"cognac"|"coñac"|0.615|0.510|0.430|0.000|0.010|0.001|0.000|0.010|0.000|0.002|0.000
"cognate"|"cognado"|0.615|0.350|0.398|0.000|0.001|0.000|0.002|0.003|0.000|0.000|0.005
"cognition"|"cognición"|0.635|0.344|0.706|0.000|0.002|0.000|0.000|0.001|0.000|0.000|0.124
"cognitive"|"cognitivo"|0.513|0.401|0.634|0.000|0.001|0.000|0.001|0.000|0.000|0.000|0.048
"cohabitation"|"cohabitación"|0.646|0.526|0.598|0.000|0.002|0.001|0.001|0.001|0.000|0.000|0.009
"coherence"|"coherencia"|0.720|0.406|0.788|0.000|0.006|0.000|0.000|0.002|0.000|0.000|0.156
"coherent"|"coherente"|0.698|0.281|0.500|0.000|0.000|0.000|0.000|0.041|0.000|0.000|0.017
"cohesion"|"cohesión"|0.604|0.536|0.555|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.562
"cohesive"|"cohesivo"|0.531|0.470|0.603|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.672
"cohort"|"cohorte"|0.459|0.551|0.566|0.002|0.002|0.001|0.005|0.000|0.002|0.000|0.003
"coil"|"bobina"|0.448|0.343|0.298|0.000|0.002|0.002|0.006|0.000|0.002|0.000|0.000
"coiled"|"enroscado"|0.378|0.518|0.389|0.003|0.002|0.007|0.005|0.000|0.005|0.000|0.000
"coin"|"acuñar"|0.677|0.574|0.445|0.000|0.002|0.000|0.000|0.085|0.000|0.001|0.000
"coinage"|"moneda"|0.500|0.400|0.545|0.000|0.000|0.001|0.003|0.001|0.000|0.000|0.008
"coincide"|"coincidir"|0.635|0.490|0.593|0.000|0.003|0.000|0.001|0.001|0.000|0.000|0.012
"coincidence"|"coincidencia"|0.612|0.450|0.518|0.000|0.000|0.000|0.000|0.000|0.000|0.461|0.000
"coincident"|"coincidente"|0.562|0.385|0.602|0.001|0.003|0.000|0.001|0.001|0.000|0.001|0.045
"coincidental"|"coincidente"|0.646|0.481|0.337|0.000|0.002|0.000|0.000|0.109|0.000|0.001|0.003
"coinciding"|"coincidiendo"|0.673|0.373|0.623|0.000|0.009|0.000|0.000|0.004|0.000|0.000|0.030
"coke"|"Coca"|0.404|0.461|0.397|0.003|0.001|0.002|0.002|0.001|0.003|0.001|0.000
"cola"|"reajuste salarial"|0.469|0.325|0.240|0.001|0.000|0.009|0.002|0.000|0.001|0.000|0.000
"cold"|"frío"|0.398|0.538|0.348|0.000|0.000|0.000|0.000|0.000|0.188|0.000|0.000
"coldly"|"fríamente"|0.365|0.358|0.407|0.001|0.000|0.003|0.001|0.000|0.011|0.000|0.000
"coldness"|"frialdad"|0.093|0.470|0.427|0.477|0.000|0.266|0.375|0.000|0.391|0.000|0.000
"coldsweat"||0.427|0.491|0.327|0.000|0.000|0.000|0.438|0.000|0.000|0.000|0.000
"coleslaw"|"Ensalada de col"|0.707|0.312|0.336|0.001|0.000|0.000|0.001|0.101|0.001|0.000|0.000
"colic"|"cólico"|0.135|0.736|0.361|0.186|0.000|0.002|0.013|0.000|0.011|0.000|0.000
"coliseum"|"Coliseo"|0.612|0.663|0.704|0.002|0.005|0.000|0.003|0.003|0.000|0.000|0.005
"collaborate"|"colaborar"|0.816|0.449|0.559|0.000|0.006|0.000|0.001|0.054|0.000|0.000|0.030
"collaboration"|"colaboración"|0.885|0.628|0.741|0.000|0.000|0.000|0.000|0.305|0.000|0.001|0.003
"collaborator"|"colaborador"|0.729|0.320|0.769|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.570
"collage"|"collage"|0.680|0.321|0.375|0.001|0.001|0.000|0.001|0.016|0.001|0.000|0.003
"collagen"|"colágeno"|0.541|0.245|0.450|0.000|0.000|0.000|0.000|0.001|0.001|0.001|0.015
"collapse"|"colapso"|0.208|0.689|0.342|0.000|0.000|0.422|0.703|0.000|0.469|0.000|0.000
"collar"|"collar"|0.656|0.442|0.446|0.000|0.003|0.000|0.000|0.021|0.000|0.001|0.028
"collarbone"|"clavícula"|0.420|0.427|0.306|0.001|0.000|0.003|0.001|0.000|0.007|0.000|0.000
"collate"|"cotejar"|0.438|0.448|0.580|0.001|0.000|0.000|0.002|0.000|0.002|0.000|0.026
"collateral"|"colateral"|0.531|0.422|0.717|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.367
"collation"|"colación"|0.520|0.333|0.508|0.000|0.002|0.000|0.002|0.000|0.000|0.000|0.009
"colleague"|"colega"|0.740|0.413|0.600|0.001|0.016|0.000|0.000|0.005|0.001|0.000|0.029
"collect"|"recoger"|0.635|0.481|0.491|0.000|0.010|0.000|0.000|0.022|0.000|0.000|0.005
"collected"|"recogido"|0.570|0.402|0.588|0.001|0.005|0.000|0.002|0.000|0.000|0.000|0.028
"collection"|"colección"|0.725|0.311|0.588|0.000|0.001|0.000|0.000|0.003|0.000|0.000|0.087
"collective"|"colectivo"|0.583|0.458|0.698|0.000|0.011|0.000|0.000|0.000|0.000|0.000|0.117
"collectively"|"colectivamente"|0.817|0.573|0.533|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.586
"collector"|"coleccionista"|0.552|0.481|0.648|0.001|0.010|0.001|0.000|0.001|0.000|0.000|0.121
"college"|"Universidad"|0.700|0.467|0.746|0.000|0.009|0.000|0.000|0.003|0.000|0.000|0.357
"collegiate"|"colegial"|0.592|0.461|0.678|0.000|0.002|0.001|0.000|0.000|0.000|0.000|0.071
"collide"|"chocar"|0.271|0.892|0.557|0.037|0.000|0.003|0.269|0.000|0.002|0.002|0.000
"collie"|"collie"|0.562|0.308|0.328|0.001|0.002|0.001|0.000|0.004|0.000|0.000|0.001
"collins"||0.558|0.487|0.540|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.391
"collision"|"colisión"|0.245|0.848|0.585|0.609|0.000|0.000|0.000|0.000|0.000|0.000|0.000
"collocation"|"colocación"|0.637|0.360|0.594|0.000|0.003|0.000|0.000|0.001|0.000|0.000|0.079
"colloquial"|"coloquial"|0.604|0.363|0.368|0.001|0.001|0.001|0.002|0.003|0.000|0.002|0.002
"collusion"|"colusión"|0.365|0.510|0.400|0.432|0.000|0.555|0.312|0.000|0.469|0.000|0.000
"cologne"|"Colonia"|0.677|0.413|0.552|0.000|0.003|0.000|0.000|0.007|0.000|0.002|0.031
"colon"|"colon"|0.449|0.394|0.384|0.004|0.000|0.001|0.001|0.001|0.000|0.001|0.000
"colonel"|"coronel"|0.459|0.592|0.890|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.484
"colonial"|"colonial"|0.553|0.327|0.613|0.000|0.001|0.000|0.000|0.001|0.000|0.001|0.116
"colonic"|"colónico"|0.333|0.420|0.430|0.014|0.000|0.003|0.001|0.000|0.001|0.000|0.001
"colonoscopy"|"colonoscopia"|0.208|0.524|0.466|0.012|0.000|0.024|0.016|0.000|0.003|0.000|0.000
"colony"|"colonia"|0.716|0.353|0.593|0.000|0.002|0.000|0.001|0.002|0.000|0.000|0.219
"colophon"|"colofón"|0.500|0.408|0.385|0.001|0.000|0.000|0.001|0.003|0.003|0.000|0.003
"color"|"color"|0.786|0.280|0.402|0.000|0.000|0.000|0.000|0.128|0.000|0.001|0.003
"coloration"|"coloración"|0.541|0.520|0.443|0.001|0.002|0.001|0.001|0.007|0.001|0.001|0.002
"colored"|"de colores"|0.806|0.317|0.275|0.000|0.000|0.000|0.000|0.251|0.000|0.000|0.001
"colorful"|"vistoso"|0.850|0.520|0.519|0.000|0.002|0.000|0.000|0.150|0.000|0.001|0.004
"coloring"|"colorante"|0.781|0.469|0.353|0.000|0.003|0.000|0.000|0.210|0.000|0.000|0.000
"colorless"|"incoloro"|0.354|0.340|0.250|0.001|0.000|0.006|0.001|0.000|0.004|0.000|0.002
"colors"|"colores"|0.875|0.349|0.340|0.000|0.000|0.000|0.000|0.183|0.000|0.000|0.002
"colossal"|"colosal"|0.698|0.692|0.900|0.002|0.000|0.000|0.004|0.000|0.000|0.000|0.051
"colt"|"potro"|0.561|0.587|0.543|0.001|0.000|0.001|0.001|0.000|0.000|0.001|0.006
"columbine"|"aguileña"|0.520|0.521|0.407|0.000|0.000|0.001|0.001|0.001|0.001|0.002|0.000
"column"|"columna"|0.480|0.250|0.670|0.000|0.002|0.000|0.001|0.000|0.001|0.000|0.072
"columnar"|"de columna"|0.448|0.340|0.491|0.001|0.003|0.001|0.000|0.000|0.002|0.000|0.005
"columnist"|"columnista"|0.646|0.365|0.648|0.000|0.000|0.000|0.000|0.001|0.000|0.000|0.176
"com"||0.396|0.382|0.382|0.004|0.000|0.004|0.000|0.000|0.011|0.000|0.000
"coma"|"coma"|0.219|0.255|0.302|0.000|0.000|0.000|0.656|0.000|0.500|0.000|0.000
"comatose"|"comatoso"|0.143|0.438|0.433|0.000|0.000|0.000|0.575|0.000|0.562|0.000|0.000
"comb"|"peine"|0.490|0.123|0.268|0.001|0.000|0.000|0.001|0.003|0.003|0.000|0.001
"combat"|"combate"|0.302|0.846|0.833|0.667|0.000|0.000|0.728|0.000|0.000|0.000|0.000
"combatant"|"combatiente"|0.531|0.853|0.780|0.636|0.000|0.000|0.672|0.000|0.000|0.000|0.000
"combative"|"combativo"|0.381|0.690|0.816|0.891|0.000|0.000|0.625|0.000|0.000|0.000|0.000
"combination"|"combinación"|0.708|0.480|0.726|0.000|0.004|0.000|0.000|0.001|0.000|0.000|0.220
"combinatorial"|"combinacional"|0.561|0.436|0.428|0.000|0.000|0.001|0.000|0.041|0.000|0.002|0.002
"combine"|"combinar"|0.663|0.442|0.533|0.000|0.003|0.000|0.000|0.032|0.000|0.001|0.003
"combined"|"conjunto"|0.622|0.370|0.500|0.000|0.002|0.001|0.000|0.003|0.000|0.000|0.027
"combo"|"combo"|0.698|0.439|0.453|0.000|0.002|0.000|0.001|0.015|0.000|0.000|0.006
"combustible"|"combustible"|0.386|0.650|0.750|0.005|0.002|0.001|0.013|0.000|0.002|0.001|0.003
"combustion"|"combustión"|0.457|0.807|0.591|0.003|0.004|0.000|0.004|0.019|0.000|0.000|0.000
"come"|"ven"|0.529|0.269|0.558|0.000|0.002|0.000|0.001|0.001|0.000|0.000|0.169
"comeback"|"Vuelve"|0.580|0.409|0.555|0.000|0.016|0.000|0.001|0.000|0.001|0.000|0.026
"comedian"|"cómico"|0.812|0.735|0.598|0.000|0.020|0.000|0.000|0.109|0.000|0.001|0.009
"comedy"|"comedia"|0.918|0.555|0.490|0.000|0.002|0.000|0.000|0.659|0.000|0.003|0.011
"comet"|"cometa"|0.704|0.679|0.471|0.000|0.002|0.000|0.000|0.079|0.000|0.004|0.000
"comfort"|"comodidad"|0.863|0.231|0.670|0.000|0.406|0.000|0.000|0.515|0.000|0.000|0.609
"comfortable"|"cómodo"|0.927|0.163|0.473|0.000|0.002|0.000|0.000|0.426|0.000|0.000|0.012
"comforter"|"edredón"|0.618|0.275|0.302|0.000|0.000|0.001|0.000|0.021|0.001|0.000|0.001
"comforting"|"consolador"|0.906|0.337|0.620|0.000|0.000|0.000|0.000|0.636|0.000|0.000|0.000
"comfy"|"confortable"|0.930|0.241|0.625|0.000|0.000|0.000|0.000|0.551|0.000|0.000|0.000
"comic"|"cómic"|0.917|0.459|0.387|0.000|0.003|0.000|0.000|0.275|0.000|0.000|0.003
"comical"|"cómico"|0.844|0.737|0.327|0.000|0.009|0.000|0.000|0.429|0.000|0.007|0.008
"comics"|"historietas"|0.690|0.556|0.384|0.000|0.003|0.000|0.000|0.195|0.000|0.001|0.000
"coming"|"viniendo"|0.653|0.417|0.500|0.000|0.633|0.000|0.000|0.000|0.000|0.000|0.000
"comma"|"coma"|0.344|0.269|0.242|0.001|0.000|0.003|0.001|0.000|0.011|0.000|0.000
"command"|"mando"|0.427|0.790|0.849|0.006|0.001|0.000|0.053|0.000|0.000|0.000|0.003
"commandant"|"comandante"|0.622|0.700|0.943|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.578
"commandeer"|"requisar"|0.552|0.639|0.931|0.001|0.000|0.000|0.001|0.000|0.000|0.000|0.274
"commander"|"comandante"|0.531|0.615|0.906|0.001|0.000|0.000|0.001|0.000|0.000|0.000|0.371
"commanding"|"dominante"|0.562|0.664|0.925|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.547
"commandment"|"mandamiento"|0.656|0.490|0.876|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.451
"commando"|"comando"|0.323|0.710|0.817|0.005|0.001|0.001|0.023|0.000|0.001|0.000|0.009
"commemorate"|"conmemorar"|0.812|0.602|0.636|0.000|0.500|0.000|0.000|0.453|0.125|0.000|0.000
"commemoration"|"conmemoración"|0.719|0.615|0.754|0.000|0.508|0.000|0.000|0.479|0.000|0.000|0.000
"commemorative"|"conmemorativo"|0.750|0.438|0.754|0.000|0.461|0.000|0.000|0.000|0.000|0.000|0.000
"commence"|"comenzar"|0.760|0.585|0.741|0.000|0.006|0.000|0.001|0.006|0.000|0.001|0.003
"commend"|"elogiar"|0.906|0.694|0.711|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.617
"commendable"|"recomendable"|0.786|0.570|0.555|0.000|0.000|0.000|0.000|0.519|0.000|0.000|0.680
"commendation"|"elogio"|0.911|0.500|0.639|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.594
"commensurate"|"conmensurar"|0.610|0.304|0.550|0.000|0.003|0.001|0.000|0.001|0.001|0.000|0.041
"comment"|"comentario"|0.667|0.417|0.379|0.000|0.001|0.000|0.000|0.054|0.000|0.001|0.002
"commentary"|"comentario"|0.602|0.402|0.446|0.000|0.001|0.001|0.000|0.004|0.000|0.002|0.016
"commentator"|"comentarista"|0.492|0.510|0.607|0.003|0.003|0.000|0.005|0.001|0.000|0.000|0.001
"commerce"|"comercio"|0.646|0.500|0.788|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.461
"commercial"|"comercial"|0.806|0.490|0.528|0.000|0.006|0.000|0.000|0.148|0.000|0.000|0.006
"commie"|"commie"|0.385|0.519|0.454|0.006|0.002|0.000|0.013|0.000|0.000|0.000|0.000
"commissary"|"comisario"|0.385|0.500|0.788|0.001|0.001|0.001|0.003|0.000|0.001|0.001|0.013
"commission"|"comisión"|0.677|0.480|0.571|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.469
"commissioner"|"notario"|0.602|0.449|0.949|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.578
"commit"|"cometer"|0.365|0.529|0.491|0.031|0.000|0.000|0.010|0.000|0.001|0.002|0.001
"commitment"|"compromiso"|0.714|0.710|0.843|0.001|0.003|0.000|0.003|0.003|0.000|0.004|0.010
"committal"|"compromiso"|0.472|0.519|0.582|0.000|0.000|0.000|0.000|0.000|0.312|0.000|0.000
"committed"|"comprometido"|0.710|0.542|0.712|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.805
"committee"|"comité"|0.592|0.392|0.721|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.516
"commodity"|"mercancía"|0.615|0.394|0.537|0.000|0.006|0.000|0.000|0.002|0.000|0.000|0.025
"commodore"|"comodoro"|0.427|0.530|0.636|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.414
"common"|"común"|0.600|0.127|0.318|0.001|0.004|0.001|0.001|0.011|0.002|0.000|0.003
"commoner"|"plebeyo"|0.448|0.365|0.327|0.000|0.001|0.003|0.000|0.000|0.004|0.000|0.000
"commonly"|"comúnmente"|0.604|0.170|0.574|0.000|0.001|0.000|0.001|0.007|0.000|0.000|0.010
"commonplace"|"vulgar"|0.520|0.337|0.442|0.000|0.242|0.000|0.000|0.000|0.000|0.000|0.453
"commons"|"los comunes"|0.633|0.396|0.623|0.000|0.002|0.001|0.000|0.000|0.000|0.000|0.293
"commonwealth"|"mancomunidad"|0.630|0.406|0.702|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.523
"commotion"|"conmoción"|0.490|0.700|0.646|0.424|0.000|0.000|0.000|0.000|0.000|0.000|0.000
"communal"|"comunal"|0.592|0.321|0.556|0.000|0.003|0.000|0.000|0.000|0.000|0.000|0.067
"commune"|"comuna"|0.500|0.488|0.655|0.001|0.015|0.001|0.001|0.001|0.000|0.001|0.009
"communicable"|"comunicable"|0.796|0.491|0.623|0.000|0.018|0.000|0.000|0.016|0.000|0.000|0.017
"communicate"|"comunicar"|0.823|0.410|0.696|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.664
"communication"|"comunicación"|0.837|0.400|0.649|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.625
"communicative"|"comunicativo"|0.847|0.560|0.637|0.000|0.001|0.000|0.000|0.303|0.000|0.000|0.033
"communicator"|"comunicador"|0.573|0.509|0.796|0.000|0.002|0.000|0.001|0.001|0.000|0.000|0.125
"communion"|"comunión"|0.765|0.357|0.607|0.000|0.000|0.000|0.000|0.379|0.000|0.000|0.578
"communism"|"comunismo"|0.264|0.570|0.623|0.531|0.000|0.000|0.547|0.000|0.250|0.000|0.000
"communist"|"comunista"|0.265|0.702|0.632|0.018|0.001|0.000|0.052|0.000|0.004|0.004|0.000
"community"|"comunidad"|0.750|0.350|0.659|0.000|0.016|0.000|0.001|0.009|0.001|0.000|0.099
"commutation"|"conmutación"|0.469|0.431|0.652|0.001|0.002|0.000|0.005|0.000|0.000|0.000|0.016
"commutative"|"conmutativo"|0.667|0.442|0.569|0.000|0.001|0.000|0.000|0.001|0.000|0.000|0.081
"commute"|"conmutar"|0.622|0.582|0.565|0.000|0.001|0.000|0.001|0.002|0.000|0.000|0.027
"commuter"|"viajero diario al trabajo"|0.646|0.520|0.512|0.000|0.003|0.000|0.000|0.006|0.000|0.001|0.003
"comp"|"comp"|0.573|0.450|0.371|0.000|0.000|0.001|0.000|0.004|0.000|0.002|0.004
"compact"|"compacto"|0.458|0.417|0.673|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.430
"compaction"|"compactación"|0.531|0.471|0.582|0.004|0.003|0.000|0.000|0.000|0.000|0.000|0.028
"compactness"|"compacidad"|0.582|0.352|0.454|0.000|0.002|0.000|0.001|0.002|0.000|0.001|0.118
"companion"|"compañero"|0.770|0.377|0.618|0.000|0.000|0.000|0.000|0.406|0.000|0.000|0.750
"companionless"|"sin compañía"|0.271|0.259|0.200|0.003|0.001|0.000|0.002|0.000|0.035|0.000|0.000
"companionship"|"compañerismo"|0.833|0.438|0.792|0.000|0.001|0.000|0.000|0.007|0.000|0.000|0.261
"company"|"empresa"|0.906|0.425|0.798|0.000|0.001|0.000|0.000|0.011|0.000|0.001|0.203
"comparable"|"comparable"|0.562|0.443|0.458|0.000|0.001|0.001|0.000|0.016|0.000|0.001|0.003
"comparative"|"comparativo"|0.470|0.273|0.562|0.002|0.001|0.000|0.001|0.000|0.000|0.000|0.177
"comparatively"|"relativamente"|0.604|0.391|0.538|0.000|0.006|0.000|0.000|0.001|0.000|0.000|0.043
"compare"|"comparar"|0.552|0.408|0.524|0.000|0.003|0.000|0.002|0.000|0.000|0.002|0.008
"comparison"|"comparación"|0.583|0.456|0.492|0.001|0.002|0.001|0.001|0.005|0.000|0.001|0.005
"compartment"|"compartimiento"|0.500|0.389|0.607|0.001|0.001|0.000|0.002|0.000|0.000|0.000|0.026
"compass"|"Brújula"|0.541|0.307|0.529|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.570
"compassion"|"compasión"|0.735|0.258|0.509|0.000|0.000|0.000|0.078|0.000|0.000|0.000|0.759
"compassionate"|"compasivo"|0.857|0.404|0.411|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.695
"compatibility"|"compatibilidad"|0.816|0.450|0.673|0.000|0.001|0.000|0.000|0.002|0.000|0.001|0.248
"compatible"|"compatible"|0.892|0.387|0.638|0.000|0.001|0.000|0.000|0.330|0.000|0.000|0.033
"compel"|"obligar"|0.200|0.847|0.625|0.130|0.000|0.006|0.290|0.000|0.006|0.002|0.000
"compelled"|"obligado"|0.333|0.654|0.347|0.006|0.000|0.000|0.017|0.000|0.001|0.001|0.001
"compelling"|"irresistible"|0.698|0.570|0.870|0.000|0.002|0.000|0.000|0.001|0.000|0.000|0.144
"compendium"|"compendio"|0.610|0.461|0.537|0.000|0.006|0.000|0.000|0.002|0.000|0.003|0.010
"compensate"|"compensar"|0.612|0.429|0.762|0.000|0.516|0.000|0.000|0.273|0.000|0.266|0.562
"compensation"|"compensación"|0.775|0.469|0.598|0.000|0.006|0.000|0.000|0.029|0.001|0.000|0.019
"compensatory"|"compensatorio"|0.589|0.490|0.700|0.000|0.009|0.000|0.002|0.000|0.000|0.000|0.047
"compete"|"competir"|0.573|0.745|0.786|0.001|0.002|0.000|0.007|0.000|0.000|0.000|0.018
"competence"|"competencia"|0.615|0.802|0.823|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.750
"competency"|"competencia"|0.768|0.775|0.764|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.648
"competent"|"competente"|0.865|0.560|0.904|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.688
"competition"|"competencia"|0.580|0.790|0.798|0.000|0.523|0.000|0.172|0.000|0.000|0.000|0.000
"competitive"|"competitivo"|0.447|0.718|0.908|0.125|0.000|0.000|0.000|0.000|0.000|0.000|0.000
"competitor"|"competidor"|0.612|0.959|0.861|0.015|0.013|0.000|0.010|0.007|0.000|0.007|0.002
"compilation"|"Compilacion"|0.530|0.512|0.606|0.001|0.028|0.000|0.000|0.001|0.000|0.000|0.005
"compile"|"compilar"|0.600|0.413|0.519|0.000|0.003|0.000|0.000|0.001|0.000|0.001|0.040
"complacency"|"complacencia"|0.604|0.503|0.519|0.000|0.002|0.000|0.001|0.002|0.000|0.000|0.041
"complacent"|"suficiente"|0.625|0.452|0.518|0.000|0.009|0.000|0.001|0.020|0.000|0.001|0.000
"complain"|"quejar"|0.143|0.682|0.360|0.469|0.000|0.000|0.000|0.000|0.509|0.000|0.000
"complaint"|"queja"|0.143|0.606|0.281|0.485|0.000|0.000|0.000|0.000|0.000|0.000|0.000
"complement"|"complemento"|0.760|0.277|0.600|0.000|0.453|0.000|0.000|0.647|0.000|0.258|0.570
"complementary"|"complementario"|0.714|0.320|0.586|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.135
"complete"|"completar"|0.750|0.414|0.809|0.000|0.000|0.000|0.000|0.515|0.000|0.000|0.000
"completed"|"terminado"|0.823|0.357|0.777|0.000|0.001|0.000|0.001|0.002|0.000|0.000|0.238
"completely"|"completamente"|0.730|0.370|0.690|0.000|0.003|0.000|0.001|0.008|0.000|0.000|0.247
"completeness"|"lo completo"|0.823|0.433|0.769|0.000|0.001|0.000|0.000|0.008|0.000|0.000|0.344
"completing"|"completando"|0.614|0.500|0.769|0.000|0.578|0.000|0.000|0.406|0.000|0.000|0.000
"completion"|"terminación"|0.656|0.470|0.525|0.000|0.469|0.000|0.000|0.547|0.000|0.000|0.000
"complex"|"complejo"|0.388|0.608|0.550|0.002|0.002|0.004|0.005|0.000|0.001|0.002|0.001
"complexed"|"complejado"|0.312|0.577|0.612|0.023|0.001|0.003|0.049|0.000|0.006|0.000|0.001
"complexion"|"tez"|0.521|0.520|0.380|0.001|0.000|0.003|0.001|0.002|0.000|0.000|0.001
"complexity"|"complejidad"|0.479|0.620|0.595|0.002|0.003|0.000|0.007|0.001|0.000|0.000|0.003
"compliance"|"conformidad"|0.750|0.462|0.750|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.586
"compliant"|"obediente"|0.677|0.310|0.519|0.000|0.000|0.000|0.000|0.010|0.000|0.000|0.117
"complicate"|"complicar"|0.210|0.657|0.404|0.250|0.000|0.000|0.000|0.000|0.000|0.000|0.000
"complicated"|"Complicado"|0.211|0.660|0.455|0.030|0.000|0.002|0.005|0.000|0.003|0.000|0.000
"complication"|"complicación"|0.365|0.726|0.330|0.001|0.000|0.000|0.025|0.000|0.004|0.002|0.000
"complicity"|"complicidad"|0.323|0.684|0.670|0.003|0.000|0.001|0.045|0.000|0.001|0.003|0.000
"compliment"||0.820|0.490|0.651|0.000|0.453|0.000|0.000|0.831|0.000|0.375|0.516
"complimentary"|"Complementario"|0.823|0.413|0.435|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.594
"comply"|"cumplir"|0.806|0.370|0.638|0.000|0.002|0.000|0.000|0.043|0.000|0.001|0.034
"complying"|"cumpliendo"|0.729|0.423|0.590|0.001|0.003|0.000|0.000|0.013|0.001|0.000|0.018
"compo"|"compo"|0.500|0.346|0.390|0.000|0.002|0.001|0.000|0.004|0.000|0.000|0.016
"component"|"componente"|0.531|0.382|0.525|0.001|0.001|0.001|0.001|0.000|0.000|0.000|0.013
"compose"|"componer"|0.639|0.432|0.694|0.000|0.004|0.000|0.000|0.000|0.000|0.000|0.178
"composed"|"compuesto"|0.684|0.385|0.682|0.000|0.003|0.000|0.000|0.004|0.000|0.000|0.055
"composer"|"compositor"|0.822|0.588|0.691|0.000|0.011|0.000|0.000|0.284|0.000|0.001|0.020
"composite"|"compuesto"|0.591|0.459|0.620|0.000|0.002|0.001|0.000|0.001|0.000|0.000|0.026
"composition"|"composición"|0.765|0.408|0.652|0.000|0.006|0.000|0.000|0.036|0.000|0.000|0.064
"compost"|"compost"|0.480|0.404|0.441|0.000|0.000|0.352|0.000|0.000|0.000|0.000|0.000
"composure"|"calma"|0.802|0.354|0.717|0.000|0.000|0.000|0.172|0.000|0.000|0.000|0.000
"compound"|"compuesto"|0.635|0.385|0.735|0.000|0.001|0.000|0.000|0.000|0.000|0.000|0.281
"comprehend"|"comprender"|0.875|0.365|0.689|0.000|0.001|0.000|0.000|0.027|0.000|0.000|0.164
"comprehension"|"comprensión"|0.908|0.387|0.688|0.000|0.003|0.000|0.000|0.046|0.000|0.001|0.098
"comprehensive"|"exhaustivo"|0.796|0.385|0.644|0.000|0.003|0.000|0.000|0.040|0.000|0.001|0.034
"compress"|"comprimir"|0.406|0.412|0.460|0.219|0.000|0.000|0.000|0.000|0.000|0.000|0.000
"compressed"|"comprimido"|0.323|0.396|0.388|0.016|0.000|0.003|0.004|0.000|0.003|0.000|0.000
"compressible"|"compresible"|0.622|0.392|0.585|0.000|0.002|0.000|0.000|0.001|0.000|0.000|0.122
"compression"|"compresión"|0.646|0.521|0.579|0.000|0.001|0.000|0.001|0.000|0.000|0.000|0.017
"compressor"|"compresor"|0.418|0.481|0.630|0.002|0.000|0.000|0.009|0.000|0.001|0.000|0.016
"comprise"|"comprender"|0.839|0.373|0.669|0.000|0.000|0.000|0.000|0.010|0.000|0.001|0.038
"compromise"|"compromiso"|0.677|0.520|0.805|0.000|0.010|0.000|0.001|0.008|0.000|0.000|0.098
"comptroller"|"contralor"|0.402|0.481|0.866|0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.438
"compulsion"|"compulsión"|0.118|0.760|0.604|0.409|0.000|0.000|0.000|0.000|0.000|0.000|0.000
